,KEY,lot_item_code,lot_cost,lot_date,lot_count,lot_po,lot_count
111111|43225,111111|RB20180505|4,111111,4,2018-05-05,22,RB20180505,22
111111|43199,111111|299092|4.99,111111,4.99,2018-04-09,3,299092,3
111111|43363,111111|324804|5,111111,5,2018-09-20,111,324804,111
111111|43339,111111|321426|10,111111,10,2018-08-27,4,321426,4
111111|43412,111111|333177|10,111111,10,2018-11-08,4,333177,4
111111|43425,111111|335664|10,111111,10,2018-11-21,4,335664,4
BA1001|43190,BA1001|292589B|0,BA1001,0,2018-03-31,3,292589B,3
BA1001|43365,BA1001|325137|3.5,BA1001,3.5,2018-09-22,2,325137,2
BA1001|43339,BA1001|321426|5,BA1001,5,2018-08-27,2,321426,2
BA1002|43190,BA1002|292589B|0,BA1002,0,2018-03-31,2,292589B,2
BA1002|43431,BA1002|337864-B|1.56,BA1002,1.56,2018-11-27,1,337864-B,1
BA1002|43454,BA1002|342752|1.76,BA1002,1.76,2018-12-20,1,342752,1
BA1002|43427,BA1002|336482|2.22,BA1002,2.22,2018-11-23,1,336482,1
BA1002|43428,BA1002|336677|2.22,BA1002,2.22,2018-11-24,1,336677,1
BA1002|43432,BA1002|338009|2.22,BA1002,2.22,2018-11-28,1,338009,1
BA1002|43460,BA1002|343387|2.22,BA1002,2.22,2018-12-26,1,343387,1
BA1002|43526,BA1002|354319|2.22,BA1002,2.22,2019-03-02,3,354319,3
BA1002|43365,BA1002|325137|3.5,BA1002,3.5,2018-09-22,2,325137,2
BA1002|43339,BA1002|321426|5,BA1002,5,2018-08-27,2,321426,2
BA1003|43365,BA1003|325137|3.5,BA1003,3.5,2018-09-22,2,325137,2
BA1004|43190,BA1004|292589B|0,BA1004,0,2018-03-31,2,292589B,2
BA1004|43190,BA1004|292571|0,BA1004,0,2018-03-31,1,292571,1
BA1004|43365,BA1004|325137|3.5,BA1004,3.5,2018-09-22,3,325137,3
BA1004|43339,BA1004|321426|5,BA1004,5,2018-08-27,2,321426,2
BA1004|43454,BA1004|342750|5,BA1004,5,2018-12-20,2,342750,2
BA1006|43190,BA1006|292589B|0,BA1006,0,2018-03-31,1,292589B,1
BA1006|43365,BA1006|325137|3.5,BA1006,3.5,2018-09-22,2,325137,2
BA1006|43339,BA1006|321426|5,BA1006,5,2018-08-27,1,321426,1
BA1007|43365,BA1007|325137|3.5,BA1007,3.5,2018-09-22,2,325137,2
BA1007|43343,BA1007|322048|5,BA1007,5,2018-08-31,4,322048,4
BA1007|43363,BA1007|324804|5,BA1007,5,2018-09-20,1,324804,1
BG-RL|43343,BG-RL|322045|11.25,BG-RL,11.25,2018-08-31,2,322045,2
BG-RL|43343,BG-RL|322050|11.25,BG-RL,11.25,2018-08-31,2,322050,2
BH1000|43146,BH1000|282441|8,BH1000,8,2018-02-15,10,282441,10
BH1000|43268,BH1000|310060-B|8,BH1000,8,2018-06-17,20,310060-B,20
BH1000|43272,BH1000|310818-B|8,BH1000,8,2018-06-21,10,310818-B,10
BH1000|43115,BH1000|276456|11.99,BH1000,11.99,2018-01-15,1,276456,1
BHM1000S|43522,BHM1000S|352283|17.5,BHM1000S,17.5,2019-02-26,1,352283,1
BR1025-M|43365,BR1025-M|325137|7,BR1025-M,7,2018-09-22,2,325137,2
BR1025-M|43430,BR1025-M|337104|7,BR1025-M,7,2018-11-26,4,337104,4
BR1025-M|43339,BR1025-M|321426|10,BR1025-M,10,2018-08-27,5,321426,5
BR1025-M|43363,BR1025-M|324804|10,BR1025-M,10,2018-09-20,1,324804,1
BR1025-M|43446,BR1025-M|341236|10,BR1025-M,10,2018-12-12,2,341236,2
BR1025-M|43220,BR1025-M|LI20180430|14,BR1025-M,14,2018-04-30,1,LI20180430,1
BR1025-M|43115,BR1025-M|276456|16.49,BR1025-M,16.49,2018-01-15,2,276456,2
BR1025-M|43148,BR1025-M|282954|16.49,BR1025-M,16.49,2018-02-17,3,282954,3
BR1025-M|43150,BR1025-M|283256|16.49,BR1025-M,16.49,2018-02-19,4,283256,4
BR1025-M|43160,BR1025-M|285687-C|16.49,BR1025-M,16.49,2018-03-01,3,285687-C,3
BR1025-M|43163,BR1025-M|286266-C|16.49,BR1025-M,16.49,2018-03-04,5,286266-C,5
BR1025-M|43178,BR1025-M|289713|16.49,BR1025-M,16.49,2018-03-19,1,289713,1
BR1025-M|43182,BR1025-M|290600-C|16.49,BR1025-M,16.49,2018-03-23,2,290600-C,2
BR1025-M|43187,BR1025-M|291930|16.49,BR1025-M,16.49,2018-03-28,1,291930,1
BR1025-M|43190,BR1025-M|292582|16.49,BR1025-M,16.49,2018-03-31,1,292582,1
BR1025-S|43229,BR1025-S|301648|5.5,BR1025-S,5.5,2018-05-09,10,301648,10
BR1025-S|43230,BR1025-S|301887|5.5,BR1025-S,5.5,2018-05-10,10,301887,10
BR1025-S|43238,BR1025-S|SW20180518|10,BR1025-S,10,2018-05-18,1,SW20180518,1
BR1025-S|43339,BR1025-S|321426|10,BR1025-S,10,2018-08-27,2,321426,2
BR1025-S|43115,BR1025-S|276456|16.49,BR1025-S,16.49,2018-01-15,2,276456,2
BR1025-S|43148,BR1025-S|282954|16.49,BR1025-S,16.49,2018-02-17,3,282954,3
BR1025-S|43150,BR1025-S|283256|16.49,BR1025-S,16.49,2018-02-19,4,283256,4
BR1025-S|43160,BR1025-S|285687-C|16.49,BR1025-S,16.49,2018-03-01,3,285687-C,3
BR1025-S|43163,BR1025-S|286266-C|16.49,BR1025-S,16.49,2018-03-04,5,286266-C,5
BR1025-S|43178,BR1025-S|289713|16.49,BR1025-S,16.49,2018-03-19,1,289713,1
BR1025-S|43182,BR1025-S|290600-B|16.49,BR1025-S,16.49,2018-03-23,3,290600-B,3
BR1025-S|43190,BR1025-S|292582|16.49,BR1025-S,16.49,2018-03-31,1,292582,1
BR1026-M|43365,BR1026-M|325137|7,BR1026-M,7,2018-09-22,2,325137,2
BR1026-M|43430,BR1026-M|337104|7,BR1026-M,7,2018-11-26,2,337104,2
BR1026-M|43339,BR1026-M|321426|10,BR1026-M,10,2018-08-27,2,321426,2
BR1026-M|43444,BR1026-M|340712|10,BR1026-M,10,2018-12-10,3,340712,3
BR1026-M|43446,BR1026-M|341236|10,BR1026-M,10,2018-12-12,1,341236,1
BR1026-M|43454,BR1026-M|342750|10,BR1026-M,10,2018-12-20,1,342750,1
BR1026-M|43160,BR1026-M|285687-C|11,BR1026-M,11,2018-03-01,2,285687-C,2
BR1026-M|43160,BR1026-M|285687-C|11,BR1026-M,11,2018-03-01,6,285687-C,6
BR1026-M|43163,BR1026-M|286266-C|11,BR1026-M,11,2018-03-04,6,286266-C,6
BR1026-M|43178,BR1026-M|289713|11,BR1026-M,11,2018-03-19,1,289713,1
BR1026-M|43182,BR1026-M|290600-C|11,BR1026-M,11,2018-03-23,2,290600-C,2
BR1026-M|43220,BR1026-M|LI20180430|14,BR1026-M,14,2018-04-30,1,LI20180430,1
BR1026-M|43115,BR1026-M|276456|16.49,BR1026-M,16.49,2018-01-15,2,276456,2
BR1026-S|43242,BR1026-S|304948|5.5,BR1026-S,5.5,2018-05-22,12,304948,12
BR1026-S|43242,BR1026-S|304949|5.5,BR1026-S,5.5,2018-05-22,4,304949,4
BR1026-S|43242,BR1026-S|304949|5.5,BR1026-S,5.5,2018-05-22,1,304949,1
BR1026-S|43365,BR1026-S|325137|7,BR1026-S,7,2018-09-22,2,325137,2
BR1026-S|43430,BR1026-S|337104|7,BR1026-S,7,2018-11-26,5,337104,5
BR1026-S|43444,BR1026-S|340712|10,BR1026-S,10,2018-12-10,3,340712,3
BR1026-S|43446,BR1026-S|341236|10,BR1026-S,10,2018-12-12,2,341236,2
BR1026-S|43454,BR1026-S|342750|10,BR1026-S,10,2018-12-20,1,342750,1
BR1026-S|43115,BR1026-S|276456|16.49,BR1026-S,16.49,2018-01-15,2,276456,2
BR1026-S|43148,BR1026-S|282954|16.49,BR1026-S,16.49,2018-02-17,4,282954,4
BR1026-S|43150,BR1026-S|283256|16.49,BR1026-S,16.49,2018-02-19,3,283256,3
BR1026-S|43160,BR1026-S|285687-C|16.49,BR1026-S,16.49,2018-03-01,3,285687-C,3
BR1026-S|43163,BR1026-S|286266-C|16.49,BR1026-S,16.49,2018-03-04,5,286266-C,5
BR1026-S|43178,BR1026-S|289713|16.49,BR1026-S,16.49,2018-03-19,1,289713,1
BR1026-S|43182,BR1026-S|290600-B|16.49,BR1026-S,16.49,2018-03-23,2,290600-B,2
BR1063-M|43430,BR1063-M|337104-B|2.33,BR1063-M,2.33,2018-11-26,10,337104-B,10
BR1063-M|43430,BR1063-M|337141|3.33,BR1063-M,3.33,2018-11-26,5,337141,5
BR1063-M|43430,BR1063-M|337150|3.33,BR1063-M,3.33,2018-11-26,5,337150,5
BR1063-M|43365,BR1063-M|325137|7,BR1063-M,7,2018-09-22,2,325137,2
BR1063-M|43339,BR1063-M|321426|10,BR1063-M,10,2018-08-27,5,321426,5
BR1063-M|43363,BR1063-M|324804|10,BR1063-M,10,2018-09-20,1,324804,1
BR1063-M|43220,BR1063-M|LI20180430|14,BR1063-M,14,2018-04-30,1,LI20180430,1
BR1063-M|43115,BR1063-M|276456|16.49,BR1063-M,16.49,2018-01-15,5,276456,5
BR1063-M|43160,BR1063-M|285687-C|16.49,BR1063-M,16.49,2018-03-01,3,285687-C,3
BR1063-M|43163,BR1063-M|286266-C|16.49,BR1063-M,16.49,2018-03-04,5,286266-C,5
BR1063-M|43178,BR1063-M|289713|16.49,BR1063-M,16.49,2018-03-19,1,289713,1
BR1063-M|43182,BR1063-M|290600-C|16.49,BR1063-M,16.49,2018-03-23,2,290600-C,2
BR1063-M|43190,BR1063-M|292582|16.49,BR1063-M,16.49,2018-03-31,1,292582,1
BR1063-S|43225,BR1063-S|RB20180505|7.63,BR1063-S,7.63,2018-05-05,1,RB20180505,1
BR1063-S|43238,BR1063-S|SW20180518|10,BR1063-S,10,2018-05-18,1,SW20180518,1
BR1063-S|43160,BR1063-S|285687-C|16.49,BR1063-S,16.49,2018-03-01,4,285687-C,4
BR1063-S|43163,BR1063-S|286266-C|16.49,BR1063-S,16.49,2018-03-04,5,286266-C,5
BR1063-S|43182,BR1063-S|290600-B|16.49,BR1063-S,16.49,2018-03-23,2,290600-B,2
BR1063-S|43187,BR1063-S|291930|16.49,BR1063-S,16.49,2018-03-28,1,291930,1
BR1063-S|43190,BR1063-S|292582|16.49,BR1063-S,16.49,2018-03-31,1,292582,1
BR1064|43225,BR1064|MC20180505|4.47,BR1064,4.47,2018-05-05,1,MC20180505,1
BR1064|43101,BR1064|273824|7.5,BR1064,7.5,2018-01-01,6,273824,6
BR1066|43101,BR1066|273824|7.5,BR1066,7.5,2018-01-01,6,273824,6
BR1076|43460,BR1076|343538-Day7|3.5,BR1076,3.5,2018-12-26,5,343538-Day7,5
BR1076|43430,BR1076|337104|5,BR1076,5,2018-11-26,2,337104,2
BR1076|43431,BR1076|337864-B|5,BR1076,5,2018-11-27,2,337864-B,2
BR1076|43412,BR1076|333177|6.67,BR1076,6.67,2018-11-08,3,333177,3
BR1076|43422,BR1076|334881|6.67,BR1076,6.67,2018-11-18,3,334881,3
BR1076|43423,BR1076|335295|6.67,BR1076,6.67,2018-11-19,2,335295,2
BR1076|43427,BR1076|336482|6.67,BR1076,6.67,2018-11-23,1,336482,1
BR1076|43429,BR1076|336811|6.67,BR1076,6.67,2018-11-25,1,336811,1
BR1076|43431,BR1076|337786|6.67,BR1076,6.67,2018-11-27,1,337786,1
BR1076|43163,BR1076|286266-C|6.75,BR1076,6.75,2018-03-04,10,286266-C,10
BR1076|43178,BR1076|289713|6.75,BR1076,6.75,2018-03-19,1,289713,1
BR1076|43182,BR1076|290600-C|6.75,BR1076,6.75,2018-03-23,1,290600-C,1
BR1076|43233,BR1076|302625|6.75,BR1076,6.75,2018-05-13,10,302625,10
BR1080|43190,BR1080|292589B|0,BR1080,0,2018-03-31,3,292589B,3
BR1080|43431,BR1080|337884|0,BR1080,0,2018-11-27,1,337884,1
BR1080|43451,BR1080|342400|0,BR1080,0,2018-12-17,1,342400,1
BR1080|43460,BR1080|343387|6.67,BR1080,6.67,2018-12-26,1,343387,1
BR1080|43430,BR1080|337104|7,BR1080,7,2018-11-26,1,337104,1
BR1080|43431,BR1080|337864-B|7,BR1080,7,2018-11-27,2,337864-B,2
BR1080|43425,BR1080|335666|10,BR1080,10,2018-11-21,7,335666,7
BR1080|43425,BR1080|335664|10,BR1080,10,2018-11-21,5,335664,5
BR1080|43425,BR1080|335662|10,BR1080,10,2018-11-21,2,335662,2
BR1080|43427,BR1080|336482|10,BR1080,10,2018-11-23,2,336482,2
BR1080|43428,BR1080|336677|10,BR1080,10,2018-11-24,2,336677,2
BR1080|43429,BR1080|336811|10,BR1080,10,2018-11-25,1,336811,1
BR1080|43431,BR1080|337786|10,BR1080,10,2018-11-27,2,337786,2
BR1080|43432,BR1080|338009|10,BR1080,10,2018-11-28,2,338009,2
BR1083|43454,BR1083|342752|3.17,BR1083,3.17,2018-12-20,1,342752,1
BR1083|43430,BR1083|337104|4,BR1083,4,2018-11-26,4,337104,4
BR1083|43431,BR1083|337864-B|4,BR1083,4,2018-11-27,2,337864-B,2
BR1083|43430,BR1083|337063|5.71,BR1083,5.71,2018-11-26,3,337063,3
BR1083|43430,BR1083|337150|5.71,BR1083,5.71,2018-11-26,2,337150,2
BR1083|43431,BR1083|337786|5.71,BR1083,5.71,2018-11-27,1,337786,1
BR1083|43432,BR1083|338009|5.71,BR1083,5.71,2018-11-28,3,338009,3
BR1083|43365,BR1083|325137|7,BR1083,7,2018-09-22,2,325137,2
BR1083|43339,BR1083|321426|10,BR1083,10,2018-08-27,1,321426,1
BR1083|43240,BR1083|304479|18.84,BR1083,18.84,2018-05-20,2,304479,2
BR1088|43430,BR1088|337104|5,BR1088,5,2018-11-26,2,337104,2
BR1088|43431,BR1088|337864-B|5,BR1088,5,2018-11-27,2,337864-B,2
BR1088|43412,BR1088|333177|6.67,BR1088,6.67,2018-11-08,3,333177,3
BR1088|43422,BR1088|334881|6.67,BR1088,6.67,2018-11-18,3,334881,3
BR1088|43423,BR1088|335295|6.67,BR1088,6.67,2018-11-19,2,335295,2
BR1088|43427,BR1088|336482|6.67,BR1088,6.67,2018-11-23,1,336482,1
BR1088|43429,BR1088|336811|6.67,BR1088,6.67,2018-11-25,1,336811,1
BR1088|43431,BR1088|337786|6.67,BR1088,6.67,2018-11-27,1,337786,1
BR1088|43244,BR1088|305440|6.75,BR1088,6.75,2018-05-24,20,305440,20
BR1088|43339,BR1088|321426|10,BR1088,10,2018-08-27,1,321426,1
BR1088|43182,BR1088|290600-C|20.24,BR1088,20.24,2018-03-23,1,290600-C,1
BR1092-ML|43460,BR1092-ML|343387|6.67,BR1092-ML,6.67,2018-12-26,1,343387,1
BR1092-ML|43526,BR1092-ML|354319|6.67,BR1092-ML,6.67,2019-03-02,1,354319,1
BR1092-ML|43431,BR1092-ML|337864-B|7,BR1092-ML,7,2018-11-27,1,337864-B,1
BR1092-ML|43237,BR1092-ML|303809|8.25,BR1092-ML,8.25,2018-05-17,10,303809,10
BR1092-ML|43238,BR1092-ML|AT20180518|10,BR1092-ML,10,2018-05-18,1,AT20180518,1
BR1092-ML|43427,BR1092-ML|336482|10,BR1092-ML,10,2018-11-23,1,336482,1
BR1092-ML|43432,BR1092-ML|338009|10,BR1092-ML,10,2018-11-28,1,338009,1
BR1092-SM|43460,BR1092-SM|343538-Day7|3.5,BR1092-SM,3.5,2018-12-26,1,343538-Day7,1
BR1092-SM|43365,BR1092-SM|325137|14,BR1092-SM,14,2018-09-22,2,325137,2
BR1092-SM|43339,BR1092-SM|321426|20,BR1092-SM,20,2018-08-27,1,321426,1
BR1093-ML|43430,BR1093-ML|337104-B|5.6,BR1093-ML,5.6,2018-11-26,1,337104-B,1
BR1093-ML|43431,BR1093-ML|337864-B|5.6,BR1093-ML,5.6,2018-11-27,1,337864-B,1
BR1093-ML|43454,BR1093-ML|342752|6.33,BR1093-ML,6.33,2018-12-20,1,342752,1
BR1093-ML|43427,BR1093-ML|336482|8,BR1093-ML,8,2018-11-23,1,336482,1
BR1093-ML|43428,BR1093-ML|336677|8,BR1093-ML,8,2018-11-24,3,336677,3
BR1093-ML|43431,BR1093-ML|337786|8,BR1093-ML,8,2018-11-27,1,337786,1
BR1093-ML|43432,BR1093-ML|338009|8,BR1093-ML,8,2018-11-28,1,338009,1
BR1093-ML|43460,BR1093-ML|343387|8,BR1093-ML,8,2018-12-26,1,343387,1
BR1093-ML|43465,BR1093-ML|344612|8,BR1093-ML,8,2018-12-31,1,344612,1
BR1094-ML|43460,BR1094-ML|343538-Day7|3.5,BR1094-ML,3.5,2018-12-26,5,343538-Day7,5
BR1094-SM|43460,BR1094-SM|343538-Day7|3.5,BR1094-SM,3.5,2018-12-26,1,343538-Day7,1
BR1099-L|43430,BR1099-L|337104-B|2.33,BR1099-L,2.33,2018-11-26,3,337104-B,3
BR1099-L|43431,BR1099-L|337864-B|2.33,BR1099-L,2.33,2018-11-27,1,337864-B,1
BR1099-L|43460,BR1099-L|343387|6.67,BR1099-L,6.67,2018-12-26,1,343387,1
BR1099-M|43190,BR1099-M|292589B|0,BR1099-M,0,2018-03-31,5,292589B,5
BR1099-M|43365,BR1099-M|325137|7,BR1099-M,7,2018-09-22,3,325137,3
BR1099-M|43430,BR1099-M|337104|7,BR1099-M,7,2018-11-26,3,337104,3
BR1099-M|43339,BR1099-M|321426|10,BR1099-M,10,2018-08-27,2,321426,2
BR1099-M|43363,BR1099-M|324804|10,BR1099-M,10,2018-09-20,3,324804,3
BR1099-M|43422,BR1099-M|334881|10,BR1099-M,10,2018-11-18,1,334881,1
BR1099-M|43444,BR1099-M|340712|10,BR1099-M,10,2018-12-10,3,340712,3
BR1099-M|43446,BR1099-M|341236|10,BR1099-M,10,2018-12-12,1,341236,1
BR1099-M|43115,BR1099-M|276456|16.49,BR1099-M,16.49,2018-01-15,1,276456,1
BR1099-S|43190,BR1099-S|292589B|0,BR1099-S,0,2018-03-31,5,292589B,5
BR1099-S|43365,BR1099-S|325137|7,BR1099-S,7,2018-09-22,3,325137,3
BR1099-S|43430,BR1099-S|337104|7,BR1099-S,7,2018-11-26,2,337104,2
BR1099-S|43238,BR1099-S|SW20180518|10,BR1099-S,10,2018-05-18,1,SW20180518,1
BR1099-S|43363,BR1099-S|324804|10,BR1099-S,10,2018-09-20,3,324804,3
BR1099-S|43422,BR1099-S|334881|10,BR1099-S,10,2018-11-18,1,334881,1
BR1099-S|43444,BR1099-S|340712|10,BR1099-S,10,2018-12-10,5,340712,5
BR1099-S|43446,BR1099-S|341236|10,BR1099-S,10,2018-12-12,2,341236,2
BR1100-ML|43460,BR1100-ML|343538-Day7|3.5,BR1100-ML,3.5,2018-12-26,3,343538-Day7,3
BR1100-ML|43460,BR1100-ML|343387|5.71,BR1100-ML,5.71,2018-12-26,1,343387,1
BR1100-ML|43427,BR1100-ML|336482|8.57,BR1100-ML,8.57,2018-11-23,1,336482,1
BR1100-ML|43428,BR1100-ML|336677|8.57,BR1100-ML,8.57,2018-11-24,1,336677,1
BR1100-SM|43460,BR1100-SM|343538-Day7|3.5,BR1100-SM,3.5,2018-12-26,5,343538-Day7,5
BR1156|43246,BR1156|306000|32.99,BR1156,32.99,2018-05-26,2,306000,2
BR1156S|43406,BR1156S|332103|14.63,BR1156S,14.63,2018-11-02,2,332103,2
BR1156S|43406,BR1156S|332107|14.63,BR1156S,14.63,2018-11-02,2,332107,2
BR1168-ML|43190,BR1168-ML|292589B|0,BR1168-ML,0,2018-03-31,3,292589B,3
BR1168-ML|43220,BR1168-ML|299520|21.99,BR1168-ML,21.99,2018-04-30,1,299520,1
BR1168-SM|43220,BR1168-SM|299520|21.99,BR1168-SM,21.99,2018-04-30,1,299520,1
BR2001-ML|43247,BR2001-ML|306106|15.99,BR2001-ML,15.99,2018-05-27,1,306106,1
BR2001-SM|43328,BR2001-SM|319914|7.5,BR2001-SM,7.5,2018-08-16,1,319914,1
BR2001-XS|43328,BR2001-XS|319914|7.5,BR2001-XS,7.5,2018-08-16,3,319914,3
BR2002|43406,BR2002|332107|0,BR2002,0,2018-11-02,2,332107,2
BR2002|43395,BR2002|330380|15,BR2002,15,2018-10-22,1,330380,1
BRC2004-ML|43446,BRC2004-ML|341236|20,BRC2004-ML,20,2018-12-12,1,341236,1
BRC2004-SM|43406,BRC2004-SM|332103|0,BRC2004-SM,0,2018-11-02,1,332103,1
BRC2004-SM|43395,BRC2004-SM|330380|20,BRC2004-SM,20,2018-10-22,1,330380,1
BRC2004-SM|43444,BRC2004-SM|340712|20,BRC2004-SM,20,2018-12-10,1,340712,1
BRM2004-ML|43406,BRM2004-ML|332103|0,BRM2004-ML,0,2018-11-02,1,332103,1
BRM2004-SM|43406,BRM2004-SM|332103|0,BRM2004-SM,0,2018-11-02,1,332103,1
CH1073|43460,CH1073|343538-Day5|1.4,CH1073,1.4,2018-12-26,1,343538-Day5,1
CH1073|43526,CH1073|354319|4.5,CH1073,4.5,2019-03-02,1,354319,1
CH1075|43460,CH1075|343538-Day5|1.4,CH1075,1.4,2018-12-26,1,343538-Day5,1
CH1075|43178,CH1075|289713|5.99,CH1075,5.99,2018-03-19,2,289713,2
CH1076|43160,CH1076|285687-C|2,CH1076,2,2018-03-01,10,285687-C,10
CH1076|43163,CH1076|286266-C|2,CH1076,2,2018-03-04,14,286266-C,14
CH1076|43178,CH1076|289713|2,CH1076,2,2018-03-19,10,289713,10
CH1076|43182,CH1076|290600-B|2,CH1076,2,2018-03-23,5,290600-B,5
CH1091|43460,CH1091|343538-Day5|1.4,CH1091,1.4,2018-12-26,1,343538-Day5,1
CH1091|43526,CH1091|354319|4.5,CH1091,4.5,2019-03-02,1,354319,1
CH1108|43240,CH1108|304479|5.58,CH1108,5.58,2018-05-20,2,304479,2
CH1108|43242,CH1108|304948|6.19,CH1108,6.19,2018-05-22,1,304948,1
CH1108-G|43460,CH1108-G|343538-Day5|1.4,CH1108-G,1.4,2018-12-26,1,343538-Day5,1
CH1108-G|43526,CH1108-G|354319|4.5,CH1108-G,4.5,2019-03-02,2,354319,2
CH1110|43146,CH1110|282442|0,CH1110,0,2018-02-15,1,282442,1
CH1110|43146,CH1110|282444|0,CH1110,0,2018-02-15,1,282444,1
CH1110|43460,CH1110|343538-Day5|1.4,CH1110,1.4,2018-12-26,1,343538-Day5,1
CH1110|43526,CH1110|354319|5,CH1110,5,2019-03-02,2,354319,2
CH1110|43268,CH1110|310062|5.79,CH1110,5.79,2018-06-17,1,310062,1
CH1111|43460,CH1111|343538-Day5|1.4,CH1111,1.4,2018-12-26,1,343538-Day5,1
CH1111|43365,CH1111|325137|1.99,CH1111,1.99,2018-09-22,10,325137,10
CH1111|43364,CH1111|324937|2.5,CH1111,2.5,2018-09-21,2,324937,2
CH1111|43364,CH1111|324936|2.66,CH1111,2.66,2018-09-21,1,324936,1
CH1121|43460,CH1121|343538-Day5|1.4,CH1121,1.4,2018-12-26,1,343538-Day5,1
CH1133|43460,CH1133|343538-Day5|1.4,CH1133,1.4,2018-12-26,1,343538-Day5,1
CH1133|43430,CH1133|337104|3.5,CH1133,3.5,2018-11-26,3,337104,3
CH1133|43526,CH1133|354319|4.5,CH1133,4.5,2019-03-02,1,354319,1
CH1134|43460,CH1134|343538-Day5|1.4,CH1134,1.4,2018-12-26,1,343538-Day5,1
CH1134|43526,CH1134|354319|4.5,CH1134,4.5,2019-03-02,1,354319,1
CH1137|43406,CH1137|332107|0,CH1137,0,2018-11-02,1,332107,1
CH1137|43420,CH1137|334620|0,CH1137,0,2018-11-16,1,334620,1
CH1137|43460,CH1137|343538-Day5|1.4,CH1137,1.4,2018-12-26,1,343538-Day5,1
CH1137|43412,CH1137|333177|5,CH1137,5,2018-11-08,1,333177,1
CH1137|43526,CH1137|354319|5,CH1137,5,2019-03-02,3,354319,3
CH1137|43220,CH1137|299520|7.99,CH1137,7.99,2018-04-30,1,299520,1
CH1165-AS|43406,CH1165-AS|332103|2.25,CH1165-AS,2.25,2018-11-02,2,332103,2
CH1165-AS|43406,CH1165-AS|332107|2.25,CH1165-AS,2.25,2018-11-02,2,332107,2
CH1165-AS|43244,CH1165-AS|305440|7.99,CH1165-AS,7.99,2018-05-24,1,305440,1
CH1168-AS|43220,CH1168-AS|299520|7.99,CH1168-AS,7.99,2018-04-30,1,299520,1
CH1168-AS|43220,CH1168-AS|299520|7.99,CH1168-AS,7.99,2018-04-30,1,299520,1
CH1168-AS|43244,CH1168-AS|305440|7.99,CH1168-AS,7.99,2018-05-24,1,305440,1
CH1168-G|43190,CH1168-G|292589A|0,CH1168-G,0,2018-03-31,5,292589A,5
CH1168-G|43460,CH1168-G|343538-Day5|1.4,CH1168-G,1.4,2018-12-26,2,343538-Day5,2
CH1168-G|43244,CH1168-G|305440|7.99,CH1168-G,7.99,2018-05-24,1,305440,1
CH1168-H|43526,CH1168-H|354319|4.5,CH1168-H,4.5,2019-03-02,1,354319,1
CH1168-H|43220,CH1168-H|299520|7.99,CH1168-H,7.99,2018-04-30,1,299520,1
CH1168-H|43244,CH1168-H|305440|7.99,CH1168-H,7.99,2018-05-24,1,305440,1
CH2500|43522,CH2500|352283|0,CH2500,0,2019-02-26,2,352283,2
CH2500-E|43526,CH2500-E|354319|15,CH2500-E,15,2019-03-02,1,354319,1
CH3000|43250,CH3000|307249|7.99,CH3000,7.99,2018-05-30,1,307249,1
CH3000-G|43460,CH3000-G|343538-Day5|1.4,CH3000-G,1.4,2018-12-26,1,343538-Day5,1
CH3001-G|43526,CH3001-G|354319|4.5,CH3001-G,4.5,2019-03-02,2,354319,2
CH3002|43406,CH3002|332103|2.25,CH3002,2.25,2018-11-02,2,332103,2
CH3002|43406,CH3002|332107|2.25,CH3002,2.25,2018-11-02,2,332107,2
CH3003|43460,CH3003|343538-Day5|1.4,CH3003,1.4,2018-12-26,1,343538-Day5,1
CH3005|43460,CH3005|343538-Day5|1.4,CH3005,1.4,2018-12-26,1,343538-Day5,1
CH3007|43460,CH3007|343538-Day5|1.4,CH3007,1.4,2018-12-26,1,343538-Day5,1
CH3007|43328,CH3007|319914|3.75,CH3007,3.75,2018-08-16,3,319914,3
CH3007|43328,CH3007|319914|3.75,CH3007,3.75,2018-08-16,1,319914,1
CH3009|43272,CH3009|310818-B|5.99,CH3009,5.99,2018-06-21,1,310818-B,1
CH3010|43460,CH3010|343538-Day5|1.4,CH3010,1.4,2018-12-26,1,343538-Day5,1
CH3010-G|43460,CH3010-G|343538-Day5|1.4,CH3010-G,1.4,2018-12-26,1,343538-Day5,1
CH3010-G|43151,CH3010-G|JD20180220|2.56,CH3010-G,2.56,2018-02-20,1,JD20180220,1
CH3010-G|43526,CH3010-G|354319|4.5,CH3010-G,4.5,2019-03-02,1,354319,1
CH3012|43460,CH3012|343538-Rest|1.75,CH3012,1.75,2018-12-26,25,343538-Rest,25
CH3012|43465,CH3012|344612|2.5,CH3012,2.5,2018-12-31,2,344612,2
CH3012|43412,CH3012|333177|5,CH3012,5,2018-11-08,1,333177,1
CH3012|43444,CH3012|340712|5,CH3012,5,2018-12-10,5,340712,5
CH3013|43460,CH3013|343538-Day5|1.4,CH3013,1.4,2018-12-26,1,343538-Day5,1
CH3014|43460,CH3014|343538-Day5|1.4,CH3014,1.4,2018-12-26,1,343538-Day5,1
CH3014|43431,CH3014|337864-B|3.5,CH3014,3.5,2018-11-27,2,337864-B,2
CH3018|43272,CH3018|310818-B|5.99,CH3018,5.99,2018-06-21,1,310818-B,1
CH3020|43244,CH3020|305440|7.99,CH3020,7.99,2018-05-24,1,305440,1
CH3022|43244,CH3022|305440|7.99,CH3022,7.99,2018-05-24,1,305440,1
